row_id,timestamp,user_id,content_id,content_type_id,task_container_id,answered_correctly,prior_question_elapsed_time
116,5533670,5382,118,False,20,0,26000.0
117,10183847,5382,16736,True,21,-1,
118,11006422,5382,7945,False,22,0,25000.0
119,11850424,5382,7965,False,23,0,24000.0
120,28676447,5382,5563,False,24,1,23000.0
121,28809032,5382,6673,False,25,1,78000.0
122,28955934,5382,3859,False,26,0,36000.0
123,29099348,5382,9778,False,27,1,43000.0
124,29223272,5382,3644,False,28,1,38000.0
125,29390945,5382,4640,False,29,0,30000.0
126,29585737,5382,6155,False,30,0,64000.0
127,72773105,5382,9636,False,31,1,27000.0
128,72895592,5382,4030,False,32,1,38000.0
129,73308943,5382,6318,False,33,0,55000.0
130,74254062,5382,4470,False,34,0,61000.0
131,137866785,5382,7999,False,35,1,82000.0
132,201092777,5382,4418,False,36,1,33000.0
133,201352377,5382,4318,False,37,1,17000.0
134,201543657,5382,5861,False,38,1,50000.0
135,201798974,5382,9462,False,39,0,9000.0
136,201941209,5382,5687,False,40,1,57000.0
137,202771912,5382,6081,False,41,0,30000.0
138,245140169,5382,3978,False,42,1,15000.0
139,286712156,5382,8417,False,43,1,85000.0
140,286835213,5382,8219,False,44,1,20000.0
141,287157839,5382,5104,False,45,1,64000.0
142,287510427,5382,4411,False,46,1,81000.0
143,287747131,5382,8807,False,47,1,11000.0
144,288628373,5382,3878,False,48,1,21000.0
145,289426505,5382,5581,False,49,1,88000.0
146,289549177,5382,4849,False,50,1,53000.0
147,299355642,5382,270,False,51,1,43000.0
148,299468038,5382,877,False,52,1,17000.0
149,299561492,5382,565,False,53,1,35000.0
150,299684213,5382,10684,False,54,0,16000.0
151,299845795,5382,949,False,55,0,25000.0
152,300018495,5382,886,False,56,0,22000.0
153,300167937,5382,577,False,57,1,24000.0
154,300298603,5382,10685,False,58,1,18000.0
155,300418322,5382,1266,False,59,0,22000.0
156,300551342,5382,1366,False,60,1,17000.0
157,300657806,5382,1176,False,61,1,22000.0
158,300732336,5382,10688,False,62,1,17000.0
159,300850546,5382,329,False,63,0,19000.0
160,300994918,5382,1229,False,64,1,25000.0
161,301102167,5382,615,False,65,1,25000.0
162,379256737,5382,8954,False,66,1,20000.0
163,379325234,5382,4236,False,67,0,49000.0
164,379467131,5382,5199,False,68,1,19000.0
165,379854591,5382,8487,False,69,1,25000.0
166,380157865,5382,8830,False,70,1,57000.0
167,389232541,5382,10686,False,71,1,27000.0
168,389302522,5382,796,False,72,1,22000.0
169,389365144,5382,401,False,73,1,18000.0
170,389430039,5382,1181,False,74,1,17000.0
171,389482764,5382,294,False,75,1,19000.0
172,389538873,5382,438,False,76,1,16000.0
173,389627946,5382,1334,False,77,0,19000.0
174,389723230,5382,209,False,78,0,20000.0
175,389792498,5382,10687,False,79,1,18000.0
176,389881333,5382,996,False,80,1,17000.0
177,389964165,5382,901,False,81,1,19000.0
178,390022375,5382,261,False,82,1,19000.0
179,390096159,5382,446,False,83,1,18000.0
180,390240565,5382,379,False,84,1,17000.0
181,390366323,5382,828,False,85,1,19000.0
182,390436564,5382,451,False,86,1,16000.0
183,390658171,5382,6438,False,87,1,17000.0
184,390853366,5382,5339,False,88,0,16000.0
185,391025631,5382,5412,False,89,1,90000.0
186,391148886,5382,9179,False,90,1,48000.0
187,391226794,5382,5165,False,91,0,34000.0
188,391362080,5382,4108,False,92,1,33000.0
189,391606583,5382,4848,False,93,0,38000.0
190,391833189,5382,5239,False,94,1,90000.0
191,392014440,5382,3961,False,95,1,62000.0
192,392314491,5382,5253,False,96,1,51000.0
193,392541506,5382,3759,False,97,0,93000.0
194,392698670,5382,8700,False,98,0,35000.0
195,392955694,5382,4141,False,99,1,61000.0
196,393440639,5382,4244,False,100,0,48000.0
197,393649120,5382,3633,False,101,1,201000.0
198,393751288,5382,8962,False,102,0,21000.0
199,510896898,5382,4103,False,103,0,41000.0
200,553597450,5382,6078,False,105,1,22000.0
201,553688832,5382,5673,False,106,0,24000.0
202,553766282,5382,8841,False,107,0,23000.0
203,553865698,5382,5442,False,108,1,24000.0
204,553943645,5382,4664,False,109,1,43000.0
205,564341012,5382,4258,False,110,0,5000.0
206,564730040,5382,4198,False,111,1,72000.0
207,564828342,5382,4993,False,112,1,39000.0
208,564908751,5382,5706,False,113,1,43000.0
209,565009457,5382,5328,False,114,1,21000.0
210,640474247,5382,8632,False,115,0,48000.0
211,728049839,5382,10577,False,116,1,38000.0
212,1424348597,5382,30207,True,104,-1,
213,1424403923,5382,3859,False,117,1,25000.0
214,1424798930,5382,4103,False,118,1,20000.0
215,1425221045,5382,4447,False,119,1,38000.0
216,1425557777,5382,18545,True,121,-1,
217,1426538779,5382,5339,False,122,1,33000.0
218,1426602813,5382,6106,False,120,0,26000.0
219,1427679906,5382,6106,False,123,1,54000.0
220,1427994924,5382,6372,False,124,1,20000.0
221,1428158383,5382,8699,False,125,0,20000.0
222,1428427610,5382,4728,False,126,0,20000.0
223,2101551456,5382,4070,False,127,0,22000.0
224,0,8623,3915,False,0,1,
225,38769,8623,4750,False,1,1,16000.0
226,72859,8623,6456,False,2,1,33000.0
227,116541,8623,3968,False,3,1,30000.0
228,155537,8623,6104,False,4,1,40000.0
229,189115,8623,5738,False,5,1,35000.0
230,221413,8623,6435,False,6,1,30000.0
231,239970,8623,5498,False,7,0,29000.0
232,262253,8623,6102,False,8,0,15000.0
233,280194,8623,4078,False,9,1,19000.0
234,321604,8623,4536,False,10,1,14000.0
235,47236962,8623,1291,False,11,0,38000.0
236,47291440,8623,1131,False,12,0,21000.0
237,47334923,8623,1145,False,13,1,17000.0
238,47374931,8623,10686,False,14,1,16000.0
239,47450352,8623,405,False,15,0,21000.0
240,142332792,8623,6058,False,17,1,23000.0
241,142362149,8623,4519,False,18,1,11000.0
242,144338711,8623,5216,False,19,1,13000.0
243,146310830,8623,8712,False,20,0,17000.0
244,147759459,8623,5791,False,21,0,12000.0
245,148961640,8623,6119,False,22,1,57000.0
246,150147747,8623,3903,False,23,1,19000.0
247,157930643,8623,8172,False,24,0,5000.0
248,165717598,8623,5615,False,25,1,12000.0
249,165754889,8623,6136,False,26,1,12000.0
250,165804752,8623,1071,False,16,1,22000.0
251,165881302,8623,731,False,27,0,16000.0
252,165943404,8623,10687,False,28,1,20000.0
253,165985008,8623,651,False,29,0,11000.0
254,166032041,8623,335,False,30,1,18000.0
255,166126225,8623,763,False,31,0,18000.0
256,166493764,8623,294,False,32,1,46000.0
257,166539113,8623,1265,False,33,1,20000.0
258,166638438,8623,675,False,34,0,22000.0
259,166731370,8623,1202,False,35,1,20000.0
260,166772396,8623,10684,False,36,1,18000.0
261,171886802,8623,556,False,37,1,22000.0
262,171931665,8623,757,False,38,1,21000.0
263,171993864,8623,1093,False,39,0,17000.0
264,172041830,8623,10688,False,40,0,16000.0
265,172087052,8623,675,False,41,1,18000.0
266,172110923,8623,651,False,42,1,17000.0
267,320281387,8623,7747,False,43,1,17000.0
268,320281387,8623,7748,False,43,1,17000.0
269,320281387,8623,7745,False,43,1,17000.0
270,320281387,8623,7744,False,43,1,17000.0
271,320281387,8623,7746,False,43,1,17000.0
272,331424277,8623,7193,False,44,0,77000.0
273,331424277,8623,7190,False,44,0,77000.0
274,331424277,8623,7192,False,44,0,77000.0
275,331424277,8623,7194,False,44,0,77000.0
276,331424277,8623,7191,False,44,1,77000.0
277,342655255,8623,7425,False,45,0,58400.0
278,342655255,8623,7424,False,45,0,58400.0
279,342655255,8623,7422,False,45,1,58400.0
280,342655255,8623,7421,False,45,0,58400.0
281,342655255,8623,7423,False,45,0,58400.0
282,405185132,8623,39,False,46,0,74600.0
283,405221449,8623,130,False,47,0,23000.0
284,405263916,8623,7942,False,48,1,11000.0
285,405297009,8623,10618,False,49,1,22000.0
286,405345104,8623,64,False,50,0,24000.0
287,405393099,8623,61,False,51,0,32000.0
288,405438225,8623,18,False,52,1,23000.0
289,405472251,8623,10595,False,53,1,25000.0
290,405560264,8623,7964,False,54,0,23000.0
291,405607308,8623,7913,False,55,1,27000.0
292,405637093,8623,194,False,56,1,25000.0
293,405669194,8623,10405,False,57,0,21000.0
294,405705993,8623,7974,False,58,1,21000.0
295,405813029,8623,10540,True,59,-1,
296,405835386,8623,130,False,60,1,27000.0
297,405874671,8623,7965,False,61,1,18000.0
298,406123488,8623,7920,False,62,0,20000.0
299,406145291,8623,10440,False,63,1,22000.0
300,406185018,8623,7934,False,64,1,13000.0
301,406225895,8623,9,False,65,0,23000.0
302,406265768,8623,25843,True,66,-1,
303,406338972,8623,3636,False,67,1,26000.0
304,406369397,8623,9192,False,68,1,10000.0
305,406479996,8623,5350,False,69,0,20000.0
306,406514975,8623,3965,False,70,0,95000.0
307,406547718,8623,3647,False,71,0,20000.0
308,406627145,8623,11415,False,72,0,13000.0
309,576848206,8623,5038,False,73,1,58000.0
310,576884337,8623,3878,False,74,0,18000.0
311,576911875,8623,4464,False,75,1,20000.0
312,576962461,8623,11331,False,76,1,13000.0
313,577045625,8623,762,False,77,1,37000.0
314,577089652,8623,773,False,78,1,19000.0
315,577143254,8623,1315,False,79,1,18000.0
316,577180951,8623,10685,False,80,1,17000.0
317,577204619,8623,831,False,81,1,17000.0
318,577230807,8623,1296,False,82,1,10000.0
319,577269307,8623,1369,False,83,0,14000.0
320,577317567,8623,644,False,84,1,15000.0
321,577345974,8623,660,False,85,1,16000.0
322,577388252,8623,587,False,86,0,18000.0
323,577424049,8623,29544,True,87,-1,
324,577445737,8623,763,False,88,1,17000.0
325,577464311,8623,587,False,89,1,15000.0
326,861943036,8623,999,False,90,1,10000.0
327,861985569,8623,1100,False,91,1,16000.0
328,862013561,8623,412,False,92,1,16000.0
329,862058279,8623,560,False,93,0,17000.0
330,862101162,8623,1239,False,94,1,26000.0
331,862147919,8623,834,False,95,1,20000.0
332,862206104,8623,724,False,96,0,23000.0
333,862264594,8623,920,False,97,1,16000.0
334,862308060,8623,855,False,98,1,18000.0
335,862338736,8623,969,False,99,1,18000.0
336,0,8701,3901,False,0,1,
337,17833,8701,6671,False,1,1,13000.0
338,45872,8701,4963,False,2,1,15000.0
339,74561,8701,6143,False,3,0,24000.0
340,121601,8701,8279,False,4,1,25000.0
341,141679,8701,3964,False,5,0,44000.0
342,183773,8701,4002,False,6,0,17000.0
343,1148279,8701,754,False,7,0,39000.0
344,1188693,8701,1110,False,8,1,16000.0
345,1230094,8701,770,False,9,0,18000.0
346,1266178,8701,10688,False,10,0,18000.0
347,1302498,8701,1229,False,11,1,18000.0
348,1359564,8701,1387,False,12,1,18000.0
349,1409778,8701,1336,False,13,1,22000.0
350,1458919,8701,10687,False,14,0,16000.0
351,1519947,8701,1185,False,15,1,18000.0
352,1571291,8701,498,False,16,1,21000.0
353,0,12741,5145,False,0,0,
354,22273,12741,9691,False,1,1,13000.0
355,54323,12741,9697,False,2,0,18000.0
356,92046,12741,5202,False,3,1,29000.0
357,109716,12741,4787,False,4,1,35000.0
358,132679,12741,5695,False,5,0,15000.0
359,158477,12741,7858,False,6,1,21000.0
360,184033,12741,5653,False,7,0,23000.0
361,216619,12741,5889,False,8,1,23000.0
362,241650,12741,4764,False,9,0,30000.0
363,265407,12741,4503,False,10,0,23000.0
364,3080866224,12741,10073,False,11,1,22000.0
365,3080866224,12741,10070,False,11,0,22000.0
366,3080866224,12741,10072,False,11,1,22000.0
367,3080866224,12741,10071,False,11,1,22000.0
368,3080999419,12741,10948,False,12,0,27000.0
369,3080999419,12741,10947,False,12,1,27000.0
370,3080999419,12741,10950,False,12,0,27000.0
371,3080999419,12741,10949,False,12,0,27000.0
372,3081167169,12741,6585,False,13,0,20500.0
373,3081167169,12741,6587,False,13,0,20500.0
374,3081167169,12741,6588,False,13,1,20500.0
375,3081167169,12741,6586,False,13,1,20500.0
376,3081327684,12741,10910,False,14,1,25750.0
377,3081327684,12741,10908,False,14,0,25750.0
378,3081327684,12741,10909,False,14,1,25750.0
379,3081327684,12741,10907,False,14,1,25750.0
380,3081610069,12741,7802,False,15,1,25250.0
381,3081610069,12741,7801,False,15,1,25250.0
382,3081610069,12741,7800,False,15,1,25250.0
383,3081610069,12741,7803,False,15,0,25250.0
384,3082041198,12741,7684,False,16,1,56500.0
385,3082041198,12741,7685,False,16,1,56500.0
386,3082041198,12741,7686,False,16,0,56500.0
387,3082041198,12741,7688,False,16,1,56500.0
388,3082041198,12741,7687,False,16,1,56500.0
389,3082494490,12741,7491,False,17,0,74800.0
390,3082494490,12741,7490,False,17,1,74800.0
391,3082494490,12741,7492,False,17,0,74800.0
392,3082494490,12741,7493,False,17,0,74800.0
393,3082494490,12741,7489,False,17,1,74800.0
394,3082619486,12741,9014,False,18,0,72000.0
395,3082676345,12741,8724,False,19,0,35000.0
396,3082759570,12741,6246,False,20,0,21000.0
397,3082814585,12741,3734,False,21,1,53000.0
398,3082869913,12741,8722,False,22,0,22000.0
399,3082926447,12741,8553,False,23,1,31000.0
400,3082978171,12741,4853,False,24,1,36000.0
401,3083043069,12741,6120,False,25,1,29000.0
402,3083226414,12741,9477,False,26,1,43000.0
403,3083314772,12741,4074,False,27,0,161000.0
404,3083359348,12741,4240,False,28,1,61000.0
405,3083423159,12741,9245,False,29,0,24000.0
406,3083501405,12741,5703,False,30,0,36000.0
407,3083573511,12741,4190,False,31,0,42000.0
408,3083633803,12741,3859,False,32,0,30000.0
409,3083871588,12741,20307,True,33,-1,
410,3159177703,12741,5596,False,34,0,30000.0
411,3159214551,12741,6091,False,35,1,22000.0
412,3159257387,12741,9517,False,36,0,18000.0
413,3159315075,12741,8634,False,37,0,17000.0
414,3159348247,12741,11386,False,38,0,24000.0
415,3159377952,12741,6686,False,39,0,14000.0
416,3159440050,12741,6173,False,40,0,15000.0
417,3159509087,12741,8750,False,41,1,43000.0
418,3159558868,12741,5952,False,42,0,45000.0
419,3159614374,12741,9133,False,43,0,22000.0
420,3159661767,12741,6016,False,44,1,23000.0
421,3159725263,12741,11183,False,45,0,19000.0
422,3159787449,12741,4424,False,46,0,36000.0
423,3159852215,12741,11280,False,47,0,33000.0
424,3159894546,12741,9909,False,48,0,49000.0
425,3261113618,12741,10833,False,49,0,29000.0
426,3261113618,12741,10834,False,49,1,29000.0
427,3261113618,12741,10831,False,49,1,29000.0
428,3261113618,12741,10832,False,49,0,29000.0
429,3261331345,12741,10280,False,50,1,41000.0
430,3261331345,12741,10282,False,50,1,41000.0
431,3261331345,12741,10283,False,50,0,41000.0
432,3261331345,12741,10281,False,50,1,41000.0
433,3261532571,12741,11120,False,51,1,37500.0
434,3261532571,12741,11122,False,51,0,37500.0
435,3261532571,12741,11121,False,51,1,37500.0
436,3261532571,12741,11119,False,51,1,37500.0
437,3261691905,12741,11149,False,52,1,40250.0
438,3261691905,12741,11148,False,52,0,40250.0
439,3261691905,12741,11147,False,52,1,40250.0
440,3261691905,12741,11150,False,52,1,40250.0
441,3263276452,12741,10688,True,53,-1,
442,3264467234,12741,7484,False,54,1,31000.0
443,3264467234,12741,7485,False,54,0,31000.0
444,3264467234,12741,7488,False,54,1,31000.0
445,3264467234,12741,7486,False,54,1,31000.0
446,3264467234,12741,7487,False,54,0,31000.0
447,3265207167,12741,7766,False,55,0,78200.0
448,3265207167,12741,7765,False,55,1,78200.0
449,3265207167,12741,7764,False,55,1,78200.0
450,3265672103,12741,8148,False,56,1,70666.0
451,3265672103,12741,8147,False,56,1,70666.0
452,3265672103,12741,8146,False,56,1,70666.0
453,3265672103,12741,8144,False,56,1,70666.0
454,3265672103,12741,8145,False,56,1,70666.0
455,3266127691,12741,10046,False,57,0,64599.0
456,3266127691,12741,10049,False,57,0,64599.0
457,3266127691,12741,10047,False,57,1,64599.0
458,3266127691,12741,10048,False,57,1,64599.0
459,3266460209,12741,10310,False,58,1,48000.0
460,3266460209,12741,10309,False,58,1,48000.0
461,3266460209,12741,10311,False,58,1,48000.0
462,3266460209,12741,10308,False,58,0,48000.0
463,3266667982,12741,10314,False,59,1,27250.0
464,3266667982,12741,10315,False,59,1,27250.0
465,3266667982,12741,10312,False,59,1,27250.0
466,3266667982,12741,10313,False,59,1,27250.0
467,3266948965,12741,6610,False,60,1,33750.0
468,3266948965,12741,6611,False,60,0,33750.0
469,3266948965,12741,6609,False,60,1,33750.0
470,3266948965,12741,6612,False,60,0,33750.0
471,3267366303,12741,3483,False,61,1,40750.0
472,3267366303,12741,3484,False,61,0,40750.0
473,3267366303,12741,3485,False,61,1,40750.0
474,3267523518,12741,2862,False,62,1,33000.0
475,3267523518,12741,2863,False,62,1,33000.0
476,3267523518,12741,2864,False,62,1,33000.0
477,3267693110,12741,10716,False,63,1,32666.0
478,3267693110,12741,10718,False,63,0,32666.0
479,3267693110,12741,10717,False,63,0,32666.0
480,3267878343,12741,3117,False,64,0,32666.0
481,3267878343,12741,3118,False,64,0,32666.0
482,3267878343,12741,3119,False,64,0,32666.0
483,3268068203,12741,2908,False,65,1,26333.0
484,3268068203,12741,2909,False,65,0,26333.0
485,3268068203,12741,2907,False,65,1,26333.0
486,3268387671,12741,10217,True,66,-1,
487,3577136075,12741,3852,True,67,-1,
488,3691080456,12741,3271,False,68,1,35000.0
489,3691080456,12741,3270,False,68,0,35000.0
490,3691080456,12741,3272,False,68,0,35000.0
491,3691334647,12741,3124,False,69,0,30333.0
492,3691334647,12741,3125,False,69,0,30333.0
493,3691334647,12741,3123,False,69,1,30333.0
494,3691532285,12741,2630,False,70,1,24333.0
495,3691532285,12741,2629,False,70,0,24333.0
496,3691532285,12741,2631,False,70,1,24333.0
497,3691718489,12741,2876,False,71,0,24333.0
498,3691718489,12741,2875,False,71,0,24333.0
499,3691718489,12741,2874,False,71,1,24333.0
500,3691979125,12741,3214,False,72,1,26666.0
501,3691979125,12741,3215,False,72,0,26666.0
502,3691979125,12741,3213,False,72,0,26666.0
503,3692361554,12741,10814,False,73,1,27333.0
504,3692361554,12741,10812,False,73,1,27333.0
505,3692361554,12741,10813,False,73,1,27333.0
506,3692361554,12741,10811,False,73,1,27333.0
507,3692566076,12741,6877,False,75,0,30000.0
508,3692566076,12741,6879,False,75,0,30000.0
509,3692566076,12741,6880,False,75,0,30000.0
510,3692566076,12741,6878,False,75,1,30000.0
511,3692819150,12741,10228,False,76,0,27250.0
512,3692819150,12741,10229,False,76,1,27250.0
513,3692819150,12741,10231,False,76,1,27250.0
514,3692819150,12741,10230,False,76,1,27250.0
515,3693051351,12741,6836,False,77,0,39750.0
516,3693051351,12741,6833,False,77,1,39750.0
517,3693051351,12741,6835,False,77,1,39750.0
518,3693051351,12741,6834,False,77,1,39750.0
519,3693635077,12741,7396,False,74,0,36750.0
520,3693635077,12741,7397,False,74,1,36750.0
521,3693635077,12741,7398,False,74,1,36750.0
522,3693635077,12741,7400,False,74,0,36750.0
523,3693635077,12741,7399,False,74,0,36750.0
524,3693937220,12741,7439,False,78,0,70600.0
525,3693937220,12741,7438,False,78,1,70600.0
526,3694377069,12741,7269,False,79,0,51000.0
527,3694377069,12741,7265,False,79,0,51000.0
528,3694377069,12741,7267,False,79,1,51000.0
529,3694377069,12741,7268,False,79,1,51000.0
530,3694377069,12741,7266,False,79,1,51000.0
531,3774666944,12741,3545,False,80,1,74600.0
532,3774666944,12741,3544,False,80,1,74600.0
533,3774666944,12741,3543,False,80,1,74600.0
534,3774862727,12741,3139,False,81,0,24333.0
535,3774862727,12741,3138,False,81,1,24333.0
536,3774862727,12741,3140,False,81,0,24333.0
537,3775123039,12741,2702,False,82,0,32666.0
538,3775123039,12741,2703,False,82,1,32666.0
539,3775123039,12741,2701,False,82,0,32666.0
540,3775389539,12741,10734,False,83,1,35666.0
541,3775389539,12741,10735,False,83,0,35666.0
542,3775389539,12741,10736,False,83,0,35666.0
543,3775627266,12741,2586,False,84,0,35000.0
544,3775627266,12741,2584,False,84,0,35000.0
545,3775627266,12741,2585,False,84,1,35000.0
546,3776292186,12741,7421,False,85,0,35000.0
547,3776292186,12741,7423,False,85,0,35000.0
548,3776292186,12741,7422,False,85,0,35000.0
549,3776292186,12741,7424,False,85,0,35000.0
550,3776292186,12741,7425,False,85,1,35000.0
551,3776712604,12741,7710,False,86,1,88000.0
552,3776712604,12741,7709,False,86,1,88000.0
553,3776712604,12741,7712,False,86,1,88000.0
554,3776712604,12741,7711,False,86,1,88000.0
555,3776712604,12741,7713,False,86,1,88000.0
556,3777188164,12741,7401,False,87,0,51800.0
557,3777188164,12741,7404,False,87,0,51800.0
558,3777188164,12741,7403,False,87,1,51800.0
559,3777188164,12741,7402,False,87,0,51800.0
560,3777188164,12741,7405,False,87,1,51800.0
561,3777499330,12741,18186,True,88,-1,
562,3777604355,12741,3483,False,89,1,75400.0
563,3777604355,12741,3485,False,89,0,75400.0
564,3777604355,12741,3484,False,89,0,75400.0
565,3777719635,12741,10716,False,90,1,30000.0
566,3777719635,12741,10717,False,90,0,30000.0
567,3777719635,12741,10718,False,90,1,30000.0
568,3777826934,12741,3118,False,91,1,32000.0
569,3777826934,12741,3117,False,91,0,32000.0
570,3777826934,12741,3119,False,91,1,32000.0
571,3777979064,12741,2909,False,92,1,25000.0
572,3777979064,12741,2908,False,92,1,25000.0
573,3777979064,12741,2907,False,92,1,25000.0
574,3778125385,12741,3270,False,93,0,23666.0
575,3778125385,12741,3272,False,93,1,23666.0
576,3778125385,12741,3271,False,93,1,23666.0
577,4461666848,12741,10700,False,94,0,31666.0
578,4461666848,12741,10698,False,94,1,31666.0
579,4461666848,12741,10699,False,94,1,31666.0
580,4461969611,12741,2628,False,95,0,23000.0
581,4461969611,12741,2626,False,95,1,23000.0
582,4461969611,12741,2627,False,95,1,23000.0
583,4462167111,12741,10725,False,96,1,28666.0
584,4462167111,12741,10726,False,96,0,28666.0
585,4462167111,12741,10727,False,96,0,28666.0
586,4462362088,12741,3475,False,97,0,26666.0
587,4462362088,12741,3474,False,97,1,26666.0
588,4462362088,12741,3476,False,97,1,26666.0
589,4462599544,12741,10125,False,98,1,31000.0
590,4462599544,12741,10124,False,98,0,31000.0
591,4462599544,12741,10126,False,98,0,31000.0
592,4462916525,12741,11046,False,99,1,25333.0
593,4462916525,12741,11045,False,99,1,25333.0
594,4462916525,12741,11044,False,99,0,25333.0
595,4462916525,12741,11043,False,99,1,25333.0
596,4463214452,12741,6914,False,100,1,39000.0
597,4463214452,12741,6915,False,100,1,39000.0
598,4463214452,12741,6913,False,100,1,39000.0
599,4463214452,12741,6912,False,100,1,39000.0
600,4463435330,12741,11171,False,101,0,50500.0
601,4463435330,12741,11172,False,101,1,50500.0
602,4463435330,12741,11174,False,101,1,50500.0
603,4463435330,12741,11173,False,101,0,50500.0
604,4463636112,12741,10092,False,102,1,33250.0
605,4463636112,12741,10090,False,102,0,33250.0
606,4463636112,12741,10091,False,102,1,33250.0
607,4463636112,12741,10093,False,102,1,33250.0
608,4464214869,12741,7744,False,103,0,32750.0
